galaxy,T,n_pts,rmax,model,alpha,cap,n_shells,chi2,chi2_red,bic,back_p0,back_p1,shell_idx,r_kpc,M_Msun,sigma_over_r,sigma_kpc
F571-8,5,9,15.55,einasto,0.17,0.7,1,5.2247,1.3062,16.2108,4.28205,300.0,1,6.863,1.7750e+10,0.2588,1.776
F571-8,5,9,15.55,einasto,0.17,0.8,1,5.2247,1.3062,16.2108,4.28205,300.0,1,6.863,1.7750e+10,0.2588,1.776
F571-8,5,9,15.55,einasto,0.17,0.9,1,5.2247,1.3062,16.2108,4.28205,300.0,1,6.863,1.7750e+10,0.2588,1.776
F571-8,5,9,15.55,einasto,0.17,1.0,1,5.2247,1.3062,16.2108,4.28204,300.0,1,6.863,1.7751e+10,0.2588,1.776
IC4202,4,29,25.9,burkert,,0.1,2,8.8258,0.4203,35.7641,6.99287,19.01586,1,3.927,1.2672e+10,0.0133,0.052
IC4202,4,29,25.9,burkert,,0.1,2,8.8258,0.4203,35.7641,6.99287,19.01586,2,6.248,2.2654e+10,0.1,0.625
IC4202,4,29,25.9,burkert,,0.2,2,8.2657,0.3936,35.2041,6.94556,20.53976,1,3.926,1.1878e+10,0.0103,0.04
IC4202,4,29,25.9,burkert,,0.2,2,8.2657,0.3936,35.2041,6.94556,20.53976,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,burkert,,0.3,2,8.2657,0.3936,35.2041,6.94556,20.53978,1,3.925,1.1878e+10,0.0106,0.042
IC4202,4,29,25.9,burkert,,0.3,2,8.2657,0.3936,35.2041,6.94556,20.53978,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,burkert,,0.4,2,8.2657,0.3936,35.2041,6.94556,20.5398,1,3.884,1.1878e+10,0.0285,0.111
IC4202,4,29,25.9,burkert,,0.4,2,8.2657,0.3936,35.2041,6.94556,20.5398,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,burkert,,0.5,2,8.2657,0.3936,35.2041,6.94556,20.5398,1,3.877,1.1878e+10,0.0312,0.121
IC4202,4,29,25.9,burkert,,0.5,2,8.2657,0.3936,35.2041,6.94556,20.5398,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,burkert,,0.6,2,8.2657,0.3936,35.2041,6.94556,20.53977,1,3.88,1.1878e+10,0.0301,0.117
IC4202,4,29,25.9,burkert,,0.6,2,8.2657,0.3936,35.2041,6.94556,20.53977,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,burkert,,0.7,2,8.2657,0.3936,35.2041,6.94556,20.53982,1,3.877,1.1878e+10,0.0313,0.121
IC4202,4,29,25.9,burkert,,0.7,2,8.2657,0.3936,35.2041,6.94556,20.53982,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,burkert,,0.8,2,8.2657,0.3936,35.2041,6.94556,20.53977,1,3.925,1.1878e+10,0.0105,0.041
IC4202,4,29,25.9,burkert,,0.8,2,8.2657,0.3936,35.2041,6.94556,20.53977,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,burkert,,0.9,2,8.2657,0.3936,35.2041,6.94555,20.53994,1,3.921,1.1878e+10,0.0124,0.048
IC4202,4,29,25.9,burkert,,0.9,2,8.2657,0.3936,35.2041,6.94555,20.53994,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,burkert,,1.0,2,8.2657,0.3936,35.2041,6.94556,20.53976,1,3.925,1.1878e+10,0.0106,0.041
IC4202,4,29,25.9,burkert,,1.0,2,8.2657,0.3936,35.2041,6.94556,20.53976,2,6.295,2.6118e+10,0.1386,0.873
IC4202,4,29,25.9,nfw,,0.1,3,14.3645,0.798,51.4047,5.10726,300.0,1,3.914,1.1156e+10,0.0292,0.114
IC4202,4,29,25.9,nfw,,0.1,3,14.3645,0.798,51.4047,5.10726,300.0,2,6.37,2.5414e+10,0.1,0.637
IC4202,4,29,25.9,nfw,,0.1,3,14.3645,0.798,51.4047,5.10726,300.0,3,15.072,3.3029e+10,0.1,1.507
IC4202,4,29,25.9,nfw,,0.2,3,8.6657,0.4814,45.706,4.77129,300.0,1,3.883,1.1447e+10,0.0263,0.102
IC4202,4,29,25.9,nfw,,0.2,3,8.6657,0.4814,45.706,4.77129,300.0,2,6.513,3.7277e+10,0.1745,1.136
IC4202,4,29,25.9,nfw,,0.2,3,8.6657,0.4814,45.706,4.77129,300.0,3,16.656,9.4031e+10,0.2,3.331
IC4202,4,29,25.9,nfw,,0.3,3,7.5804,0.4211,44.6207,4.08767,300.0,1,3.902,1.2329e+10,0.0185,0.072
IC4202,4,29,25.9,nfw,,0.3,3,7.5804,0.4211,44.6207,4.08767,300.0,2,6.402,3.5038e+10,0.1679,1.075
IC4202,4,29,25.9,nfw,,0.3,3,7.5804,0.4211,44.6207,4.08767,300.0,3,17.733,1.6210e+11,0.3,5.32
IC4202,4,29,25.9,nfw,,0.4,3,7.5804,0.4211,44.6206,4.05618,299.99105,1,3.885,1.2334e+10,0.0251,0.098
IC4202,4,29,25.9,nfw,,0.4,3,7.5804,0.4211,44.6206,4.05618,299.99105,2,6.402,3.5019e+10,0.1678,1.074
IC4202,4,29,25.9,nfw,,0.4,3,7.5804,0.4211,44.6206,4.05618,299.99105,3,17.748,1.6339e+11,0.3011,5.343
IC4202,4,29,25.9,nfw,,0.5,3,7.5804,0.4211,44.6206,4.05766,299.99378,1,3.869,1.2333e+10,0.0313,0.121
IC4202,4,29,25.9,nfw,,0.5,3,7.5804,0.4211,44.6206,4.05766,299.99378,2,6.402,3.5021e+10,0.1678,1.074
IC4202,4,29,25.9,nfw,,0.5,3,7.5804,0.4211,44.6206,4.05766,299.99378,3,17.747,1.6333e+11,0.301,5.342
IC4202,4,29,25.9,nfw,,0.6,3,7.5804,0.4211,44.6206,4.05725,299.9626,1,3.87,1.2334e+10,0.031,0.12
IC4202,4,29,25.9,nfw,,0.6,3,7.5804,0.4211,44.6206,4.05725,299.9626,2,6.402,3.5020e+10,0.1678,1.074
IC4202,4,29,25.9,nfw,,0.6,3,7.5804,0.4211,44.6206,4.05725,299.9626,3,17.747,1.6335e+11,0.301,5.342
IC4202,4,29,25.9,nfw,,0.7,2,20.86,0.9933,47.7984,5.22627,300.0,1,3.895,8.3091e+09,0.0286,0.111
IC4202,4,29,25.9,nfw,,0.7,2,20.86,0.9933,47.7984,5.22627,300.0,2,6.385,2.4636e+10,0.14,0.894
IC4202,4,29,25.9,nfw,,0.8,3,7.5804,0.4211,44.6206,4.05612,299.95777,1,3.894,1.2334e+10,0.0217,0.084
IC4202,4,29,25.9,nfw,,0.8,3,7.5804,0.4211,44.6206,4.05612,299.95777,2,6.402,3.5019e+10,0.1678,1.074
IC4202,4,29,25.9,nfw,,0.8,3,7.5804,0.4211,44.6206,4.05612,299.95777,3,17.748,1.6339e+11,0.3011,5.343
IC4202,4,29,25.9,nfw,,0.9,2,20.86,0.9933,47.7984,5.22627,300.0,1,3.929,8.3092e+09,0.0111,0.044
IC4202,4,29,25.9,nfw,,0.9,2,20.86,0.9933,47.7984,5.22627,300.0,2,6.385,2.4636e+10,0.14,0.894
IC4202,4,29,25.9,nfw,,1.0,3,7.5804,0.4211,44.6206,4.05697,299.99918,1,3.88,1.2334e+10,0.027,0.105
IC4202,4,29,25.9,nfw,,1.0,3,7.5804,0.4211,44.6206,4.05697,299.99918,2,6.402,3.5021e+10,0.1678,1.074
IC4202,4,29,25.9,nfw,,1.0,3,7.5804,0.4211,44.6206,4.05697,299.99918,3,17.747,1.6335e+11,0.301,5.342
IC4202,4,29,25.9,einasto,0.17,0.1,3,13.5705,0.7539,50.6107,4.33896,300.0,1,3.913,1.1021e+10,0.0278,0.109
IC4202,4,29,25.9,einasto,0.17,0.1,3,13.5705,0.7539,50.6107,4.33896,300.0,2,6.354,2.4502e+10,0.1,0.635
IC4202,4,29,25.9,einasto,0.17,0.1,3,13.5705,0.7539,50.6107,4.33896,300.0,3,15.289,3.2286e+10,0.1,1.529
IC4202,4,29,25.9,einasto,0.17,0.2,3,8.6044,0.478,45.6446,4.01748,300.0,1,3.922,1.1414e+10,0.0108,0.042
IC4202,4,29,25.9,einasto,0.17,0.2,3,8.6044,0.478,45.6446,4.01748,300.0,2,6.5,3.6371e+10,0.1725,1.121
IC4202,4,29,25.9,einasto,0.17,0.2,3,8.6044,0.478,45.6446,4.01748,300.0,3,16.716,9.2159e+10,0.2,3.343
IC4202,4,29,25.9,einasto,0.17,0.3,3,7.5796,0.4211,44.6199,3.34066,300.0,1,3.87,1.2323e+10,0.0309,0.12
IC4202,4,29,25.9,einasto,0.17,0.3,3,7.5796,0.4211,44.6199,3.34066,300.0,2,6.401,3.4884e+10,0.1675,1.072
IC4202,4,29,25.9,einasto,0.17,0.3,3,7.5796,0.4211,44.6199,3.34066,300.0,3,17.752,1.6154e+11,0.3,5.326
IC4202,4,29,25.9,einasto,0.17,0.4,3,7.5897,0.4217,44.63,3.0,0.3,1,3.868,1.2398e+10,0.0316,0.122
IC4202,4,29,25.9,einasto,0.17,0.4,3,7.5897,0.4217,44.63,3.0,0.3,2,6.397,3.5073e+10,0.1682,1.076
IC4202,4,29,25.9,einasto,0.17,0.4,3,7.5897,0.4217,44.63,3.0,0.3,3,17.918,1.7967e+11,0.3116,5.582
IC4202,4,29,25.9,einasto,0.17,0.5,3,7.5796,0.4211,44.6199,3.31863,299.83932,1,3.874,1.2327e+10,0.0297,0.115
IC4202,4,29,25.9,einasto,0.17,0.5,3,7.5796,0.4211,44.6199,3.31863,299.83932,2,6.4,3.4879e+10,0.1675,1.072
IC4202,4,29,25.9,einasto,0.17,0.5,3,7.5796,0.4211,44.6199,3.31863,299.83932,3,17.762,1.6249e+11,0.3008,5.342
IC4202,4,29,25.9,einasto,0.17,0.6,3,7.5796,0.4211,44.6199,3.31791,299.9504,1,3.892,1.2327e+10,0.0222,0.086
IC4202,4,29,25.9,einasto,0.17,0.6,3,7.5796,0.4211,44.6199,3.31791,299.9504,2,6.4,3.4877e+10,0.1675,1.072
IC4202,4,29,25.9,einasto,0.17,0.6,3,7.5796,0.4211,44.6199,3.31791,299.9504,3,17.762,1.6251e+11,0.3008,5.343
IC4202,4,29,25.9,einasto,0.17,0.7,3,7.5796,0.4211,44.6198,3.31807,299.99564,1,3.87,1.2327e+10,0.031,0.12
IC4202,4,29,25.9,einasto,0.17,0.7,3,7.5796,0.4211,44.6198,3.31807,299.99564,2,6.4,3.4877e+10,0.1675,1.072
IC4202,4,29,25.9,einasto,0.17,0.7,3,7.5796,0.4211,44.6198,3.31807,299.99564,3,17.762,1.6250e+11,0.3008,5.342
IC4202,4,29,25.9,einasto,0.17,0.8,3,7.5796,0.4211,44.6198,3.31953,299.96755,1,3.874,1.2327e+10,0.0294,0.114
IC4202,4,29,25.9,einasto,0.17,0.8,3,7.5796,0.4211,44.6198,3.31953,299.96755,2,6.4,3.4877e+10,0.1675,1.072
IC4202,4,29,25.9,einasto,0.17,0.8,3,7.5796,0.4211,44.6198,3.31953,299.96755,3,17.762,1.6245e+11,0.3007,5.342
IC4202,4,29,25.9,einasto,0.17,0.9,3,7.5796,0.4211,44.6198,3.31859,299.97738,1,3.888,1.2327e+10,0.0241,0.094
IC4202,4,29,25.9,einasto,0.17,0.9,3,7.5796,0.4211,44.6198,3.31859,299.97738,2,6.4,3.4877e+10,0.1675,1.072
IC4202,4,29,25.9,einasto,0.17,0.9,3,7.5796,0.4211,44.6198,3.31859,299.97738,3,17.762,1.6248e+11,0.3008,5.342
IC4202,4,29,25.9,einasto,0.17,1.0,3,7.5897,0.4217,44.63,3.0,0.30592,1,3.871,1.2398e+10,0.0307,0.119
IC4202,4,29,25.9,einasto,0.17,1.0,3,7.5897,0.4217,44.63,3.0,0.30592,2,6.397,3.5073e+10,0.1682,1.076
IC4202,4,29,25.9,einasto,0.17,1.0,3,7.5897,0.4217,44.63,3.0,0.30592,3,17.918,1.7967e+11,0.3116,5.582
KK98-251,10,15,3.13,burkert,,0.1,0,3.9272,0.3021,9.3433,7.08695,3.41302,0,,,,
KK98-251,10,15,3.13,burkert,,0.2,0,3.9272,0.3021,9.3433,7.08695,3.41301,0,,,,
KK98-251,10,15,3.13,burkert,,0.3,0,3.9272,0.3021,9.3433,7.08695,3.41302,0,,,,
KK98-251,10,15,3.13,burkert,,0.4,0,3.9272,0.3021,9.3433,7.08695,3.41302,0,,,,
KK98-251,10,15,3.13,burkert,,0.5,0,3.9272,0.3021,9.3433,7.08695,3.41303,0,,,,
KK98-251,10,15,3.13,burkert,,0.6,0,3.9272,0.3021,9.3433,7.08695,3.41302,0,,,,
KK98-251,10,15,3.13,burkert,,0.7,0,3.9272,0.3021,9.3433,7.08695,3.41302,0,,,,
KK98-251,10,15,3.13,burkert,,0.8,0,3.9272,0.3021,9.3433,7.08695,3.41301,0,,,,
KK98-251,10,15,3.13,burkert,,0.9,0,3.9272,0.3021,9.3433,7.08695,3.41302,0,,,,
KK98-251,10,15,3.13,burkert,,1.0,0,3.9272,0.3021,9.3433,7.08695,3.41301,0,,,,
KK98-251,10,15,3.13,nfw,,0.1,1,3.9823,0.3982,17.5226,4.24464,300.0,1,1.784,2.1969e+08,0.1,0.178
KK98-251,10,15,3.13,nfw,,0.2,1,2.1021,0.2102,15.6424,4.14059,300.0,1,1.859,2.9983e+08,0.2,0.372
KK98-251,10,15,3.13,nfw,,0.3,1,1.5356,0.1536,15.0758,4.04042,210.69044,1,1.973,4.3078e+08,0.2798,0.552
KK98-251,10,15,3.13,nfw,,0.4,1,1.5357,0.1536,15.0759,4.05434,204.0216,1,1.973,4.3089e+08,0.2798,0.552
KK98-251,10,15,3.13,nfw,,0.5,1,1.5353,0.1535,15.0755,4.00001,232.38564,1,1.972,4.2976e+08,0.2795,0.551
KK98-251,10,15,3.13,nfw,,0.6,1,1.5354,0.1535,15.0756,4.01678,222.55917,1,1.972,4.3059e+08,0.2797,0.552
KK98-251,10,15,3.13,nfw,,0.7,1,1.5356,0.1536,15.0758,4.03957,211.13074,1,1.973,4.3076e+08,0.2798,0.552
KK98-251,10,15,3.13,nfw,,0.8,1,1.5353,0.1535,15.0756,4.00607,228.09641,1,1.972,4.3054e+08,0.2797,0.552
KK98-251,10,15,3.13,nfw,,0.9,1,1.5353,0.1535,15.0755,4.00001,232.38195,1,1.972,4.2976e+08,0.2795,0.551
KK98-251,10,15,3.13,nfw,,1.0,1,1.5353,0.1535,15.0755,4.00346,229.53423,1,1.972,4.3048e+08,0.2797,0.552
KK98-251,10,15,3.13,einasto,0.17,0.1,1,1.0681,0.1068,14.6084,3.61755,300.0,1,1.763,1.6014e+08,0.1,0.176
KK98-251,10,15,3.13,einasto,0.17,0.2,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
KK98-251,10,15,3.13,einasto,0.17,0.3,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
KK98-251,10,15,3.13,einasto,0.17,0.4,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
KK98-251,10,15,3.13,einasto,0.17,0.5,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
KK98-251,10,15,3.13,einasto,0.17,0.6,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
KK98-251,10,15,3.13,einasto,0.17,0.7,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
KK98-251,10,15,3.13,einasto,0.17,0.8,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
KK98-251,10,15,3.13,einasto,0.17,0.9,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
KK98-251,10,15,3.13,einasto,0.17,1.0,1,0.932,0.0932,14.4722,3.5902,300.0,1,1.787,1.8520e+08,0.1454,0.26
F568-V1,7,15,17.63,burkert,,0.1,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,0.2,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,0.3,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,0.4,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,0.5,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,0.6,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,0.7,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,0.8,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,0.9,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,burkert,,1.0,0,0.6971,0.0536,6.1132,8.05743,2.99296,0,,,,
F568-V1,7,15,17.63,nfw,,0.1,0,2.8239,0.2172,8.24,7.23641,8.01287,0,,,,
F568-V1,7,15,17.63,nfw,,0.2,0,2.8239,0.2172,8.24,7.23641,8.01289,0,,,,
F568-V1,7,15,17.63,nfw,,0.3,0,2.8239,0.2172,8.24,7.23641,8.01288,0,,,,
F568-V1,7,15,17.63,nfw,,0.4,0,2.8239,0.2172,8.24,7.23641,8.01287,0,,,,
F568-V1,7,15,17.63,nfw,,0.5,0,2.8239,0.2172,8.24,7.23641,8.01288,0,,,,
F568-V1,7,15,17.63,nfw,,0.6,0,2.8239,0.2172,8.24,7.23641,8.01289,0,,,,
F568-V1,7,15,17.63,nfw,,0.7,0,2.8239,0.2172,8.24,7.23641,8.01289,0,,,,
F568-V1,7,15,17.63,nfw,,0.8,0,2.8239,0.2172,8.24,7.23641,8.01288,0,,,,
F568-V1,7,15,17.63,nfw,,0.9,0,2.8239,0.2172,8.24,7.23641,8.01288,0,,,,
F568-V1,7,15,17.63,nfw,,1.0,0,2.8239,0.2172,8.24,7.23641,8.01288,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.1,0,3.6825,0.2833,9.0986,6.27611,12.45637,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.2,0,3.6825,0.2833,9.0986,6.2761,12.45637,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.3,0,3.6825,0.2833,9.0986,6.2761,12.45638,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.4,0,3.6825,0.2833,9.0986,6.2761,12.45637,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.5,0,3.6825,0.2833,9.0986,6.2761,12.45639,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.6,0,3.6825,0.2833,9.0986,6.27611,12.45637,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.7,0,3.6825,0.2833,9.0986,6.27611,12.45637,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.8,0,3.6825,0.2833,9.0986,6.2761,12.45639,0,,,,
F568-V1,7,15,17.63,einasto,0.17,0.9,0,3.6825,0.2833,9.0986,6.2761,12.45639,0,,,,
F568-V1,7,15,17.63,einasto,0.17,1.0,0,3.6825,0.2833,9.0986,6.27611,12.45637,0,,,,
NGC0801,5,11,59.82,burkert,,0.1,2,1.3924,0.4641,20.5755,6.1441,47.1453,1,1.922,1.1740e+10,0.1,0.192
NGC0801,5,11,59.82,burkert,,0.1,2,1.3924,0.4641,20.5755,6.1441,47.1453,2,10.753,4.8167e+10,0.0968,1.041
NGC0801,5,11,59.82,burkert,,0.2,2,0.5792,0.1931,19.7623,7.17526,10.54915,1,1.859,1.0553e+10,0.2,0.372
NGC0801,5,11,59.82,burkert,,0.2,2,0.5792,0.1931,19.7623,7.17526,10.54915,2,49.392,1.8188e+11,0.2,9.878
NGC0801,5,11,59.82,burkert,,0.3,2,0.3842,0.1281,19.5673,7.17364,10.45552,1,1.852,1.0988e+10,0.3,0.556
NGC0801,5,11,59.82,burkert,,0.3,2,0.3842,0.1281,19.5673,7.17364,10.45552,2,50.428,2.0493e+11,0.2201,11.097
NGC0801,5,11,59.82,burkert,,0.4,1,6.0374,1.0062,18.0269,8.7,1.73148,1,39.926,3.1623e+11,0.3655,14.592
NGC0801,5,11,59.82,burkert,,0.5,1,5.08,0.8467,17.0694,6.44138,30.25998,1,3.311,3.0278e+10,0.5,1.655
NGC0801,5,11,59.82,burkert,,0.6,1,3.7128,0.6188,15.7023,6.43321,30.60422,1,3.403,3.1773e+10,0.6,2.042
NGC0801,5,11,59.82,burkert,,0.7,1,3.2073,0.5345,15.1967,6.43035,30.72383,1,3.422,3.3038e+10,0.7,2.395
NGC0801,5,11,59.82,burkert,,0.8,1,3.0078,0.5013,14.9973,6.42768,30.83511,1,3.404,3.4397e+10,0.8,2.723
NGC0801,5,11,59.82,burkert,,0.9,1,2.9194,0.4866,14.9088,6.42406,30.9862,1,3.368,3.5890e+10,0.9,3.031
NGC0801,5,11,59.82,burkert,,1.0,1,2.871,0.4785,14.8605,6.41933,31.18577,1,3.325,3.7509e+10,1.0,3.325
NGC0801,5,11,59.82,nfw,,0.1,1,4.0142,0.669,16.0037,5.78068,68.68533,1,1.937,1.0019e+10,0.0535,0.104
NGC0801,5,11,59.82,nfw,,0.2,2,0.3978,0.1326,19.5809,6.39042,27.73698,1,1.839,8.4584e+09,0.2,0.368
NGC0801,5,11,59.82,nfw,,0.2,2,0.3978,0.1326,19.5809,6.39042,27.73698,2,49.596,1.1192e+11,0.1608,7.973
NGC0801,5,11,59.82,nfw,,0.3,1,3.5664,0.5944,15.5558,5.7499,71.75743,1,1.927,1.0872e+10,0.3,0.578
NGC0801,5,11,59.82,nfw,,0.4,1,3.8878,0.648,15.8773,8.30836,2.65544,1,41.272,3.1623e+11,0.3624,14.956
NGC0801,5,11,59.82,nfw,,0.5,1,3.8878,0.648,15.8773,8.30836,2.65544,1,41.272,3.1623e+11,0.3624,14.956
NGC0801,5,11,59.82,nfw,,0.6,1,2.1084,0.3514,14.0979,5.49875,103.94053,1,2.63,1.9327e+10,0.6,1.578
NGC0801,5,11,59.82,nfw,,0.7,1,1.7813,0.2969,13.7708,5.46122,110.12983,1,2.688,2.1142e+10,0.7,1.881
NGC0801,5,11,59.82,nfw,,0.8,1,1.6338,0.2723,13.6233,5.44769,112.46358,1,2.658,2.2294e+10,0.8,2.126
NGC0801,5,11,59.82,nfw,,0.9,1,1.5695,0.2616,13.559,5.44129,113.58617,1,2.595,2.3243e+10,0.9,2.336
NGC0801,5,11,59.82,nfw,,1.0,1,1.5433,0.2572,13.5328,5.43743,114.26455,1,2.518,2.4101e+10,1.0,2.518
NGC0801,5,11,59.82,einasto,0.17,0.1,1,3.265,0.5442,15.2545,4.77907,114.3489,1,1.912,9.7990e+09,0.1,0.191
NGC0801,5,11,59.82,einasto,0.17,0.2,2,0.4022,0.1341,19.5854,5.44144,42.7145,1,1.832,8.1225e+09,0.2,0.366
NGC0801,5,11,59.82,einasto,0.17,0.2,2,0.4022,0.1341,19.5854,5.44144,42.7145,2,49.218,8.4112e+10,0.1398,6.881
NGC0801,5,11,59.82,einasto,0.17,0.3,1,4.7806,0.7968,16.77,7.42887,3.76193,1,43.148,2.7845e+11,0.3,12.944
NGC0801,5,11,59.82,einasto,0.17,0.4,1,2.6006,0.4334,14.5901,4.69657,128.94258,1,1.965,1.1588e+10,0.4,0.786
NGC0801,5,11,59.82,einasto,0.17,0.5,1,3.5307,0.5885,15.5202,7.58841,2.99013,1,42.541,3.1623e+11,0.3521,14.979
NGC0801,5,11,59.82,einasto,0.17,0.6,1,1.9605,0.3268,13.95,4.47538,179.60666,1,2.433,1.7498e+10,0.6,1.46
NGC0801,5,11,59.82,einasto,0.17,0.7,1,1.6757,0.2793,13.6652,4.39405,203.72592,1,2.566,2.0144e+10,0.7,1.797
NGC0801,5,11,59.82,einasto,0.17,0.8,1,1.5355,0.2559,13.525,4.36762,212.33684,1,2.556,2.1528e+10,0.8,2.045
NGC0801,5,11,59.82,einasto,0.17,0.9,1,1.4731,0.2455,13.4625,4.35625,216.15969,1,2.501,2.2555e+10,0.9,2.251
NGC0801,5,11,59.82,einasto,0.17,1.0,1,1.4477,0.2413,13.4371,4.35017,218.22671,1,2.428,2.3436e+10,1.0,2.428
NGC0247,7,26,14.54,burkert,,0.1,2,2.928,0.1627,28.9928,7.01643,9.23034,1,1.114,4.8995e+08,0.1,0.111
NGC0247,7,26,14.54,burkert,,0.1,2,2.928,0.1627,28.9928,7.01643,9.23034,2,2.123,1.0501e+09,0.1,0.212
NGC0247,7,26,14.54,burkert,,0.2,1,9.8235,0.4678,26.114,7.87199,2.23319,1,9.786,1.5018e+10,0.2,1.957
NGC0247,7,26,14.54,burkert,,0.3,1,9.8213,0.4677,26.1117,7.87233,2.23089,1,9.806,1.5120e+10,0.2021,1.982
NGC0247,7,26,14.54,burkert,,0.4,1,1.4316,0.0682,17.7221,6.90568,11.64919,1,2.043,1.9293e+09,0.3744,0.765
NGC0247,7,26,14.54,burkert,,0.5,1,1.4316,0.0682,17.7221,6.90568,11.64921,1,2.043,1.9293e+09,0.3744,0.765
NGC0247,7,26,14.54,burkert,,0.6,1,1.4316,0.0682,17.7221,6.90568,11.6492,1,2.043,1.9293e+09,0.3744,0.765
NGC0247,7,26,14.54,burkert,,0.7,1,1.4316,0.0682,17.7221,6.90568,11.64919,1,2.043,1.9293e+09,0.3744,0.765
NGC0247,7,26,14.54,burkert,,0.8,1,1.4316,0.0682,17.7221,6.90568,11.6492,1,2.043,1.9293e+09,0.3744,0.765
NGC0247,7,26,14.54,burkert,,0.9,1,1.4316,0.0682,17.7221,6.90568,11.64919,1,2.043,1.9293e+09,0.3744,0.765
NGC0247,7,26,14.54,burkert,,1.0,1,1.4316,0.0682,17.7221,6.90568,11.64919,1,2.043,1.9293e+09,0.3744,0.765
NGC0247,7,26,14.54,nfw,,0.1,1,6.0583,0.2885,22.3488,5.75872,54.75916,1,1.731,6.7556e+08,0.1,0.173
NGC0247,7,26,14.54,nfw,,0.2,1,4.4938,0.214,20.7842,5.54005,83.77712,1,1.86,7.9863e+08,0.2,0.372
NGC0247,7,26,14.54,nfw,,0.3,1,3.2814,0.1563,19.5719,4.93536,300.0,1,1.954,9.8350e+08,0.2629,0.514
NGC0247,7,26,14.54,nfw,,0.4,1,3.2814,0.1563,19.5719,4.93536,300.0,1,1.954,9.8350e+08,0.2629,0.514
NGC0247,7,26,14.54,nfw,,0.5,1,3.2814,0.1563,19.5719,4.93536,300.0,1,1.954,9.8349e+08,0.2629,0.514
NGC0247,7,26,14.54,nfw,,0.6,1,3.2814,0.1563,19.5719,4.93536,300.0,1,1.954,9.8350e+08,0.2629,0.514
NGC0247,7,26,14.54,nfw,,0.7,1,3.2814,0.1563,19.5719,4.93536,300.0,1,1.954,9.8350e+08,0.2629,0.514
NGC0247,7,26,14.54,nfw,,0.8,1,3.2814,0.1563,19.5719,4.93536,300.0,1,1.954,9.8350e+08,0.2629,0.514
NGC0247,7,26,14.54,nfw,,0.9,1,3.2814,0.1563,19.5719,4.93536,300.0,1,1.954,9.8350e+08,0.2629,0.514
NGC0247,7,26,14.54,nfw,,1.0,1,3.2814,0.1563,19.5719,4.93536,300.0,1,1.954,9.8350e+08,0.2629,0.514
NGC0247,7,26,14.54,einasto,0.17,0.1,1,8.8734,0.4225,25.1638,4.85924,72.83241,1,1.722,5.6471e+08,0.1,0.172
NGC0247,7,26,14.54,einasto,0.17,0.2,1,7.7553,0.3693,24.0458,4.75217,88.10355,1,1.82,6.6193e+08,0.2,0.364
